Name,Subject,PS,Year,WS,URL,,,,
A212,MS&E,Central South University,2010,Central South University,,,,,
A213,MS&E,Central South University,2004,Zhengzhou University,http://www5.zzu.edu.cn/sxy/info/1320/4295.htm,,,,
A214,MS&E,Central South University,,Hebei University of Technology,https://sem.hebut.edu.cn/zrjs/j/84386.htm,,,,
A215,MS&E,Central South University,,Nanjing University of Information Science and Technology,https://faculty.nuist.edu.cn/tangjie/zh_CN/index.htm,,,,
A216,MS&E,Central South University,2013,Fuzhou University,https://jgxy.fzu.edu.cn/info/1043/15560.htm,,,,
A217,MS&E,Central South University,2010,Shenzhen University,https://ma.szu.edu.cn/szll1/axx/gsglx/cyy1.htm,,,,
A218,MS&E,Central South University,2014,Hunan University Of Technology and Business,https://ggx.hutb.edu.cn/column/ggtd/content/1525876388683839.shtml,,,,
A219,MS&E,Central South University,2009,Hunan University Of Technology and Business,https://ggx.hutb.edu.cn/column/yxtd/content/1554110355193.shtml,,,,
A220,MS&E,Central South University,,University of Science and Technology of China,https://bs.ustc.edu.cn/chinese/profile-68.html,,,,
A221,MS&E,Central South University,2010,Central South University,http://bsoa.csu.edu.cn/blog/content2?name=%E6%9B%B9%E8%A3%95,,,,
A222,MS&E,Central South University,,Central South University,http://bsoa.csu.edu.cn/blog/content2?name=%E6%88%B4%E5%9B%BD%E6%96%8C,,,,
A223,MS&E,Central South University,,Central South University,http://bsoa.csu.edu.cn/blog/content2?name=%E6%9D%8E%E5%8D%8E%E4%B8%9C,,,,
A224,MS&E,Central South University,,Central South University,http://bsoa.csu.edu.cn/blog/content2?name=%E5%BC%A0%E7%BA%A2%E5%AE%87,,,,
A225,MS&E,Central South University,2017,Fuzhou University,https://jgxy.fzu.edu.cn/info/1034/15518.htm,,,,
A226,BA,Central South University,2011,Anhui Normal University,https://jgxy.ahnu.edu.cn/info/1174/9718.htm,,,,
A227,BA,Central South University,,Chongqing University,http://faculty.cqu.edu.cn/ChaoFeng1/zh_CN/index.htm,,,,
A228,BA,Central South University,2001,Hunan University,http://grjl.hnu.edu.cn/p/6ADD6BE154B225FA035C0DBCFC59094E,,,,
A229,BA,Central South University,,Central South University,http://bsoa.csu.edu.cn/blog/content2?name=刘佳刚,,,,
A230,BA,Central South University,2000,Nanjing Tech University,http://jgy.njtech.edu.cn/info/1022/2104.htm,,,,
A231,BA,Central South University,2010,Kunming University of Science and Technology,https://mef.kmust.edu.cn/info/1297/1634.htm,,,,
A232,BA,Central South University,2010,Xiangtan University,http://business.xtu.edu.cn/index.jsp?cc=cshizidw&cd=teacher&ac=view&id=100077,,,,
A233,BA,Central South University,2014,Xiangtan University,http://business.xtu.edu.cn/index.jsp?cc=cshizidw&cd=teacher&ac=view&id=100034,,,,
A234,BA,Central South University,2011,Xiangtan University,http://business.xtu.edu.cn/index.jsp?cc=cshizidw&cd=teacher&ac=view&id=100234,,,,
A235,BA,Central South University,2014,Jiangxi Science and Technology Normal University,2022-5-535 from李爽,,,,
A236,BA,Central South University,2014,Central South University,2022-5-536 from李爽,,,,
A237,BA,Central South University,2014,Hunan University of Finance and Economics,2022-5-537 from李爽,,,,
A238,BA,Central South University,2014,Changsha University of Science  and  Technology,2022-5-538 from李爽,,,,
A239,BA,Central South University,2014,Hunan University Of Technology and Business,2022-5-539 from李爽,,,,
A240,BA,Central South University,2014,Hunan City University,2022-5-540 from李爽,,,,
A241,BA,Central South University,2013,Beijing Normal University,2022-5-541 from李爽,,,,
A242,BA,Central South University,2013,Central South University of Forestry and Technology,2022-5-542 from李爽,,,,
A243,BA,Central South University,2013,Hunan University of Finance and Economics,2022-5-543 from李爽,,,,
A244,BA,Central South University,2013,Changsha University of Science  and  Technology,2022-5-544 from李爽,,,,
A245,BA,Central South University,2013,Central South University of Forestry and Technology,2022-5-545 from李爽,,,,
A246,BA,Central South University,2013,Minzu University of China,2022-5-546 from李爽,,,,
A247,BA,Central South University,2013,Hunan University of Technology,2022-5-547 from李爽,,,,
A248,BA,Central South University,2013,Changsha University of Science  and  Technology,2022-5-548 from李爽,,,,
A249,BA,Central South University,2013,Changsha University of Science  and  Technology,2022-5-549 from李爽,,,,
A250,BA,Central South University,2013,Guangxi University of Finance and Economics,2022-5-550 from李爽,,,,
A251,BA,Central South University,2013,Hunan Normal University,2022-5-551 from李爽,,,,
A252,BA,Central South University,2012,Hunan University of Science and Technology,2022-5-552 from李爽,,,,
A253,BA,Central South University,2012,Hunan University Of Technology and Business,2022-5-553 from李爽,,,,
A254,BA,Central South University,2012,Guangxi University of Science and Technology,2022-5-554 from李爽,,,,
A255,BA,Central South University,2012,Changsha University,2022-5-555 from李爽,,,,
A256,BA,Central South University,2012,Changsha University of Science  and  Technology,2022-5-556 from李爽,,,,
A257,BA,Central South University,2012,Changsha University of Science  and  Technology,2022-5-558 from李爽,,,,
A258,BA,Central South University,2012,Central South University,2022-5-561 from李爽,,,,
A259,BA,Central South University,2011,Yunnan University of Finance and Economics,2022-5-563 from李爽,,,,
A260,BA,Central South University,2011,Central South University of Forestry and Technology,2022-5-564 from李爽,,,,
A261,BA,Central South University,2011,Central South University,2022-5-565 from李爽,,,,
A262,BA,Central South University,2011,Central South University,2022-5-566 from李爽,,,,
A263,BA,Central South University,2010,Central South University,2022-5-567 from李爽,,,,
A264,BA,Central South University,2010,Changsha University of Science  and  Technology,2022-5-568 from李爽,,,,
A265,BA,Central South University,2010,Zhejiang University of Technology,2022-5-569 from李爽,,,,
A266,BA,Central South University,2010,Hunan Normal University,2022-5-570 from李爽,,,,
A267,BA,Central South University of Forestry and Technology,2011,Xiangtan University,http://business.xtu.edu.cn/index.jsp?cc=cshizidw&cd=teacher&ac=view&id=100214,,,,
A268,MS&E,Central University of Finance and Economics,2009,University of International Business and Economics,http://schpa.uibe.edu.cn/szdw/xxjs/hgglx/22350.htm,,,,
A269,MS&E,Central University of Finance and Economics,,North China University of Water Resources and Electric Power,https://www5.ncwu.edu.cn/guanjing/contents/647/87125.html,,,,
A270,MS&E,Central University of Finance and Economics,2020,North China Electric Power University,https://business.ncepu.edu.cn/szll2/szdw/7e47a9177b54479b8e01a4c817692a49.htm,,,,
A271,MS&E,Central University of Finance and Economics,2019,Beijing Jiaotong University,http://sem.bjtu.edu.cn/show-594-248.html,,,,
A272,MS&E,Central University of Finance and Economics,,Shandong University of Finance and Economics,https://gkgc.sdufe.edu.cn/info/1117/2565.htm,,,,
A273,MS&E,Central University of Finance and Economics,,Jiangsu University,https://manager.ujs.edu.cn/info/1358/7753.htm,,,,
A274,BA,Central University of Finance and Economics,2008,Shantou University,http://biz.stu.edu.cn/info/1318/15474.htm,,,,
A275,BA,Central University of Finance and Economics,2016,Beijing Foreign Studies University,https://ibs.bfsu.edu.cn/teacher.aspx?m=20140924134241013079&t_id=20160927173947980356,,,,
A276,BA,Central University of Finance and Economics,2020,Minzu University of China,https://ms.muc.edu.cn/info/1136/2469.htm,,,,
A277,BA,Central University of Finance and Economics,2020,Anhui Normal University,https://jgxy.ahnu.edu.cn/info/1174/9789.htm,,,,
A278,BA,Central University of Finance and Economics,2016,Anhui Normal University,https://jgxy.ahnu.edu.cn/info/1174/9777.htm,,,,
A279,BA,Central University of Finance and Economics,,Xinjiang University of Finance  and  Economics,http://www.xjufe.edu.cn/gsglxy/szdw/zzjs/17249.htm,,,,
A280,BA,Central University of Finance and Economics,2012,Henan University of Technology,https://glxy.haut.edu.cn/info/1095/2519.htm,,,,
A281,BA,Central University of Finance and Economics,2018,Beijing University of Technology,https://www.bjut.edu.cn/jjyglxy/info/1120/1117.htm,,,,
A282,BA,Central University of Finance and Economics,2021,University of International Business and Economics,http://schpa.uibe.edu.cn/szdw/xxjs/ggjjx/cd99dfad5e3b4c768a5dd75a55f81f2f.htm,,,,
A283,BA,Central University of Finance and Economics,2007,University of International Business and Economics,http://schpa.uibe.edu.cn/szdw/xxjs/ggjjx/22371.htm,,,,
A284,BA,Central University of Finance and Economics,2007,Central University of Finance and Economics,http://mse.cufe.edu.cn//info/1541/5834.htm,,,,
A285,BA,Central University of Finance and Economics,2019,University of Science and Technology Beijing,https://sem.ustb.edu.cn/szll/szdw/szm/qb/ldh/index.htm,,,,
A286,BA,Central University of Finance and Economics,2019,Kunming University of Science and Technology,https://mef.kmust.edu.cn/info/1297/1474.htm,,,,
A287,BA,Central University of Finance and Economics,2017,Beijing International Studies University,http://guoshang.bisu.edu.cn/art/2020/11/25/art_11683_258531.html,,,,
A288,BA,Central University of Finance and Economics,2017,Beijing International Studies University,http://guoshang.bisu.edu.cn/art/2020/11/26/art_11683_258636.html,,,,
A289,BA,Central University of Finance and Economics,2008,Beijing International Studies University,http://guoshang.bisu.edu.cn/art/2012/6/7/art_11684_16061.html,,,,
A290,BA,Central University of Finance and Economics,2018,Beijing International Studies University,http://guoshang.bisu.edu.cn/art/2018/5/4/art_11686_173702.html,,,,
A291,MS&E,Changan University,2011,Xian Polytechnic University,https://guanlixy.xpu.edu.cn/info/1452/11638.htm,,,,
A292,MS&E,Changan University,2011,Xian Polytechnic University,https://guanlixy.xpu.edu.cn/info/1452/11656.htm,,,,
A293,MS&E,Changan University,2014,Xian Polytechnic University,https://guanlixy.xpu.edu.cn/info/1452/11648.htm,,,,
A294,MS&E,Changan University,2012,Xian Polytechnic University,https://guanlixy.xpu.edu.cn/info/1452/11654.htm,,,,
A295,MS&E,Changan University,,Xidian University,https://faculty.xidian.edu.cn/YJX/zh_CN/index.htm,,,,
A296,BA,Changchun University of Technology,2003,Nanjing Tech University,http://jgy.njtech.edu.cn/info/1022/2112.htm,,,,
A297,MS&E,China Agricultural University,2014,Hebei University,http://manage.hbu.edu.cn/team_xi.php?cid=2&id=92,,,,
A298,BA,China Agricultural University,2013,Jiangxi Agricultural University,http://jingmao.jxau.edu.cn/65/68/c9668a91496/page.htm,,,,
A299,BA,China Agricultural University,2013,Henan University of Technology,https://glxy.haut.edu.cn/info/1095/2469.htm,,,,
A300,BA,China Agricultural University,2015,Henan University of Technology,https://glxy.haut.edu.cn/info/1095/2458.htm,,,,
A301,BA,China Agricultural University,2012,Shihezi University,http://sem.shzu.edu.cn/2016/0305/c7300a75374/page.htm,,,,
A302,BA,China Agricultural University,2016,Shihezi University,http://sem.shzu.edu.cn/2022/0223/c658a165956/page.htm,,,,
A303,BA,China Agricultural University,2009,Shihezi University,http://sem.shzu.edu.cn/2022/0223/c658a165955/page.htm,,,,
A304,BA,China Agricultural University,2006,South China Agricultural University,https://cem.scau.edu.cn/2021/0322/c14301a295740/page.htm,,,,
A305,BA,China Agricultural University,,Anhui University of Technology,https://sxy.ahut.edu.cn/info/1728/3893.htm,,,,
A306,BA,China Agricultural University,1999,Shanghai Jiao Tong University,https://www.acem.sjtu.edu.cn/faculty/shiqinghua.html,,,,
A307,BA,China Agricultural University,2005,Zhejiang University of Technology,http://www.som.zjut.edu.cn/jsp/teacher.jsp?wcId=137&teacherId=00723,,,,
A308,BA,China Agricultural University,2011,Hainan University,https://hd.hainanu.edu.cn/guanli/info/1075/1287.htm,,,,
A309,BA,China Agricultural University,2006,Zhengzhou University,http://www5.zzu.edu.cn/sxy/info/1317/4267.htm,,,,
A310,MS&E,China University of Geosciences  Beijing,,Hebei University,http://manage.hbu.edu.cn/team_xi.php?cid=2&id=139,,,,
A311,MS&E,China University of Geosciences  Beijing,2019,Capital University of Economics and Business,https://ggxy.cueb.edu.cn/szdw/xxglyxxxtx/107448.htm,,,,
A312,MS&E,China University of Geosciences  Beijing,2019,Beijing University of Chemical Technology,https://sem.buct.edu.cn/2021/0915/c10400a157383/page.htm,,,,
A313,MS&E,China University of Geosciences  Beijing,2009,Guangdong University of Technology,https://glxy.gdut.edu.cn/info/1185/1417.htm,,,,
A314,MS&E,China University of Geosciences  Beijing,2009,Guangdong University of Technology,https://glxy.gdut.edu.cn/info/1185/1417.htm,,,,
A315,MS&E,China University of Geosciences Wuhan,2007,China Three Gorges University,https://jg.ctgu.edu.cn/info/1177/1339.htm,,,,
A316,MS&E,China University of Geosciences Wuhan,2010,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1157/6275.htm,,,,
A317,MS&E,China University of Geosciences Wuhan,2008,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1157/6276.htm,,,,
A318,MS&E,China University of Geosciences Wuhan,2015,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1157/6282.htm,,,,
A319,MS&E,China University of Geosciences Wuhan,2019,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1157/7040.htm,,,,
A320,MS&E,China University of Geosciences Wuhan,2014,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1157/6263.htm,,,,
A321,MS&E,China University of Geosciences Wuhan,2009,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1157/6278.htm,,,,
A322,BA,China University of Geosciences Wuhan,2011,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1155/6221.htm,,,,
A323,BA,China University of Geosciences Wuhan,2014,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1155/7022.htm,,,,
A324,BA,China University of Geosciences Wuhan,2007,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1155/6222.htm,,,,
A325,BA,China University of Geosciences Wuhan,2020,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1155/7530.htm,,,,
A326,BA,China University of Geosciences Wuhan,2013,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1155/6241.htm,,,,
A327,BA,China University of Geosciences Wuhan,2002,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1155/6240.htm,,,,
A328,BA,China University of Geosciences Wuhan,2002,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1155/6249.htm,,,,
A329,BA,China University of Geosciences Wuhan,2004,Chongqing Technology and Business University,https://mse.ctbu.edu.cn/info/1157/9155.htm,,,,
A330,BA,China University of Geosciences Wuhan,2012,Chongqing University of Technology,https://gl.cqut.edu.cn/info/1047/1482.htm,,,,
A331,MS&E,China University of Mining  and  Technology  Beijing,2020,Anhui University of Technology,https://ggxy.ahut.edu.cn/szdw/jsbs.htm,,,,
A332,BA,China University of Mining  and  Technology  Beijing,2003,Beijing University of Chemical Technology,https://sem.buct.edu.cn/2021/0913/c10400a156854/page.htm,,,,
A333,BA,China University of Mining  and  Technology  Beijing,2016,Jiangsu University of Science and Technology,http://mypage.just.edu.cn/jjgl/hq/list.htm,,,,
A334,BA,China University of Mining  and  Technology  Beijing,2012,Anhui Normal University,https://jgxy.ahnu.edu.cn/info/1174/9743.htm,,,,
A335,BA,China University of Mining  and  Technology  Beijing,,Henan University of Economics and Law,http://gs.huel.edu.cn/info/1005/1172.htm,,,,
A336,BA,China University of Mining  and  Technology  Beijing,2018,Zhengzhou University of Aeronautics,http://sxy.zua.edu.cn/info/1165/4516.htm,,,,
A337,MS&E,China University of Mining and Technology,2013,Shanxi University,http://jgxy.sxu.edu.cn/szdw/jiangsshi/60516.htm,,,,
A338,MS&E,China University of Mining and Technology,,North China University of Water Resources and Electric Power,https://www5.ncwu.edu.cn/guanjing/contents/649/88461.html,,,,
A339,BA,China University of Mining and Technology,2009,Henan University of Technology,https://glxy.haut.edu.cn/info/1095/2506.htm,,,,
A340,BA,China University of Mining and Technology,2004,Central University of Finance and Economics,http://mse.cufe.edu.cn//info/1534/5840.htm,,,,
A341,BA,China University of Mining and Technology,,Henan University of Economics and Law,http://gs.huel.edu.cn/info/1005/1178.htm,,,,
A342,BA,China University of Mining and Technology,2018,Shandong Technology and Business University,https://gsgl.sdtbu.edu.cn/info/1056/2931.htm,,,,
A343,BA,China University of Mining and Technology,2007,Shandong Technology and Business University,https://gsgl.sdtbu.edu.cn/info/1055/2956.htm,,,,
A344,BA,China University of Mining and Technology,2020,Anhui University,http://man.ahu.edu.cn/2021/0507/c14379a258721/page.htm,,,,
A345,BA,China University of Mining and Technology,2001,North China Electric Power University,https://business.ncepu.edu.cn/szll2/szdw/126979.htm,,,,
A346,MS&E,China University of Petroleum  Beijing,2017,Shanxi University of Finance and Economics,http://glkx.sxufe.edu.cn/info/1183/3870.htm,,,,
